movie,director,m_year,critic,crit_org,crit_cn
Weekend,Andrew Haigh,2011,Sam Rigby,BBC Culture,UK
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,Sam Rigby,BBC Culture,UK
In the Mood for Love,Wong Kar-wai,2000,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Son of Saul,László Nemes,2015,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Hurt Locker,Kathryn Bigelow,2008,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Beat That My Heart Skipped,Jacques Audiard,2005,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
The Edge of Heaven,Fatih Akin,2007,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Waltz with Bashir,Ari Folman,2008,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Oldboy,Park Chan-wook,2003,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Good Bye Lenin!,Wolfgang Becker,2003,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Ida,Paweł Pawlikowski,2013,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Incendies,Denis Villeneuve,2010,Antonio Mazón Robau,Cinemateca de Cuba,Cuba
Mulholland Drive,David Lynch,2001,Tim Robey,The Daily Telegraph,UK
"Synecdoche, New York",Charlie Kaufman,2008,Tim Robey,The Daily Telegraph,UK
Birth,Jonathan Glazer,2004,Tim Robey,The Daily Telegraph,UK
Elena,Andrey Zvyagintsev,2011,Tim Robey,The Daily Telegraph,UK
Carol,Todd Haynes,2015,Tim Robey,The Daily Telegraph,UK
Tabu,Miguel Gomes,2012,Tim Robey,The Daily Telegraph,UK
Master and Commander: The Far Side of the World,Peter Weir,2003,Tim Robey,The Daily Telegraph,UK
Margaret,Kenneth Lonergan,2011,Tim Robey,The Daily Telegraph,UK
There Will Be Blood,Paul Thomas Anderson,2007,Tim Robey,The Daily Telegraph,UK
12 Years a Slave,Steve McQueen,2013,Tim Robey,The Daily Telegraph,UK
25th Hour,Spike Lee,2002,Tasha Robinson,The Verge,US
City of God,Fernando Meirelles and Kátia Lund,2002,Tasha Robinson,The Verge,US
The Act of Killing,Joshua Oppenheimer,2012,Tasha Robinson,The Verge,US
The Prestige,Christopher Nolan,2006,Tasha Robinson,The Verge,US
Spirited Away,Hayao Miyazaki,2001,Tasha Robinson,The Verge,US
The Incredibles,Brad Bird,2004,Tasha Robinson,The Verge,US
Gosford Park,Robert Altman,2001,Tasha Robinson,The Verge,US
Memento,Christopher Nolan,2000,Tasha Robinson,The Verge,US
Song of the Sea,Tomm Moore,2014,Tasha Robinson,The Verge,US
"Synecdoche, New York",Charlie Kaufman,2008,Tasha Robinson,The Verge,US
Mulholland Drive,David Lynch,2001,Rene Rodriguez,The Miami Herald,US
In the Mood for Love,Wong Kar-wai,2000,Rene Rodriguez,The Miami Herald,US
No Country For Old Men,Joel and Ethan Coen,2007,Rene Rodriguez,The Miami Herald,US
There Will Be Blood,Paul Thomas Anderson,2007,Rene Rodriguez,The Miami Herald,US
Spirited Away,Hayao Miyazaki,2001,Rene Rodriguez,The Miami Herald,US
City of God,Fernando Meirelles and Kátia Lund,2002,Rene Rodriguez,The Miami Herald,US
Yi Yi: A One and a Two,Edward Yang,2000,Rene Rodriguez,The Miami Herald,US
Adaptation,Spike Jonze,2002,Rene Rodriguez,The Miami Herald,US
A Separation,Asghar Farhadi,2011,Rene Rodriguez,The Miami Herald,US
Elephant,Gus Van Sant,2003,Rene Rodriguez,The Miami Herald,US
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Jonathan Romney,Freelance film critic,UK
Syndromes and a Century,Apichatpong Weerasethakul,2006,Jonathan Romney,Freelance film critic,UK
My Winnipeg,Guy Maddin,2007,Jonathan Romney,Freelance film critic,UK
35 Shots of Rum,Claire Denis,2008,Jonathan Romney,Freelance film critic,UK
The Royal Tenenbaums,Wes Anderson,2001,Jonathan Romney,Freelance film critic,UK
The Great Beauty,Paolo Sorrentino,2013,Jonathan Romney,Freelance film critic,UK
"Monsters, Inc.","Pete Docter, David Silverman and Lee Unkrich",2001,Jonathan Romney,Freelance film critic,UK
The Arbor,Clio Barnard,2010,Jonathan Romney,Freelance film critic,UK
The Clock,Christian Marclay,2010,Jonathan Romney,Freelance film critic,UK
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,Jonathan Romney,Freelance film critic,UK
Zodiac,David Fincher,2007,Alyssa Rosenberg,The Washington Post,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Alyssa Rosenberg,The Washington Post,US
Zero Dark Thirty,Kathryn Bigelow,2012,Alyssa Rosenberg,The Washington Post,US
Spirited Away,Hayao Miyazaki,2001,Alyssa Rosenberg,The Washington Post,US
2046,Wong Kar-wai,2004,Alyssa Rosenberg,The Washington Post,US
Moonrise Kingdom,Wes Anderson,2012,Alyssa Rosenberg,The Washington Post,US
Beasts of the Southern Wild,Benh Zeitlin,2012,Alyssa Rosenberg,The Washington Post,US
Boyhood,Richard Linklater,2014,Alyssa Rosenberg,The Washington Post,US
Short Term 12,Destin Daniel Cretton,2013,Alyssa Rosenberg,The Washington Post,US
Monster,Patty Jenkins,2003,Alyssa Rosenberg,The Washington Post,US
Caramel,Nadine Labaki,2007,E Nina Rothe,The Huffington Post,Italy
The Tiger and the Snow,Roberto Benigni,2005,E Nina Rothe,The Huffington Post,Italy
Taxi Tehran,Jafar Panahi,2015,E Nina Rothe,The Huffington Post,Italy
A Borrowed Identity,Eran Riklis,2014,E Nina Rothe,The Huffington Post,Italy
When I Saw You,Annemarie Jacir,2012,E Nina Rothe,The Huffington Post,Italy
99 Homes,Ramin Bahrani,2014,E Nina Rothe,The Huffington Post,Italy
Somewhere,Sofia Coppola,2010,E Nina Rothe,The Huffington Post,Italy
Human,Yann Arthus-Bertrand,2015,E Nina Rothe,The Huffington Post,Italy
Brokeback Mountain,Ang Lee,2005,E Nina Rothe,The Huffington Post,Italy
About Elly,Asghar Farhadi,2009,E Nina Rothe,The Huffington Post,Italy
Zodiac,David Fincher,2007,Joshua Rothkopf,Time Out New York,US
Mulholland Drive,David Lynch,2001,Joshua Rothkopf,Time Out New York,US
In the Mood for Love,Wong Kar-wai,2000,Joshua Rothkopf,Time Out New York,US
Yi Yi: A One and a Two,Edward Yang,2000,Joshua Rothkopf,Time Out New York,US
Boyhood,Richard Linklater,2014,Joshua Rothkopf,Time Out New York,US
American Psycho,Mary Harron,2000,Joshua Rothkopf,Time Out New York,US
Lilya 4-Ever,Lukas Moodysson,2002,Joshua Rothkopf,Time Out New York,US
Drive,Nicolas Winding Refn,2011,Joshua Rothkopf,Time Out New York,US
25th Hour,Spike Lee,2002,Joshua Rothkopf,Time Out New York,US
A Serious Man,Joel and Ethan Coen,2009,Joshua Rothkopf,Time Out New York,US
The Tree of Life,Terrence Malick,2011,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Children of Men,Alfonso Cuarón,2006,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Alexandre Sokurov,Aleksandr Sokurov,2015,Mohammed Rouda,Asharq Al-Awsat,Lebanon
There Will Be Blood,Paul Thomas Anderson,2007,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Letters From Iwo Jima,Clint Eastwood,2006,Mohammed Rouda,Asharq Al-Awsat,Lebanon
The Death of Mr Lazarescu,Cristi Puiu,2005,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Paradise Now,Hany Abu-Assad,2005,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Leviathan,Andrey Zvyagintsev,2014,Mohammed Rouda,Asharq Al-Awsat,Lebanon
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Amélie,Jean-Pierre Jeunet,2001,Mohammed Rouda,Asharq Al-Awsat,Lebanon
Inside Llewyn Davis,Joel and Ethan Coen,2013,Mike Ryan,Uproxx,US
25th Hour,Spike Lee,2002,Mike Ryan,Uproxx,US
Almost Famous,Cameron Crowe,2000,Mike Ryan,Uproxx,US
Lost in Translation,Sofia Coppola,2003,Mike Ryan,Uproxx,US
Punch-Drunk Love,Paul Thomas Anderson,2002,Mike Ryan,Uproxx,US
Zodiac,David Fincher,2007,Mike Ryan,Uproxx,US
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Mike Ryan,Uproxx,US
The Social Network,David Fincher,2010,Mike Ryan,Uproxx,US
12 Years a Slave,Steve McQueen,2013,Mike Ryan,Uproxx,US
Spotlight,Tom McCarthy,2015,Mike Ryan,Uproxx,US
In the Mood for Love,Wong Kar-wai,2000,Alaka Sahani,The Indian Express,India
The Lives of Others,Florian Henckel von Donnersmarck,2006,Alaka Sahani,The Indian Express,India
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Alaka Sahani,The Indian Express,India
Kill Bill: Vol. 1,Quentin Tarantino,2003,Alaka Sahani,The Indian Express,India
Inception,Christopher Nolan,2010,Alaka Sahani,The Indian Express,India
Talk to Her,Pedro Almodóvar,2002,Alaka Sahani,The Indian Express,India
Amores Perros,Alejandro González Iñárritu,2000,Alaka Sahani,The Indian Express,India
Infernal Affairs,Andrew Lau and Alan Mak,2002,Alaka Sahani,The Indian Express,India
Lost in Translation,Sofia Coppola,2003,Alaka Sahani,The Indian Express,India
Shrek,Andrew Adamson and Vicky Jenson,2001,Alaka Sahani,The Indian Express,India
The Time That Remains,Elia Suleiman,2009,Rasha Salti,Independent curator/film programmer,Lebanon
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Rasha Salti,Independent curator/film programmer,Lebanon
The Box of Life,Ossama Mohammed,2002,Rasha Salti,Independent curator/film programmer,Lebanon
Men at Work,Mani Haghighi,2006,Rasha Salti,Independent curator/film programmer,Lebanon
Tey,Alain Gomis,2012,Rasha Salti,Independent curator/film programmer,Lebanon
A Touch of Sin,Jia Zhangke,2013,Rasha Salti,Independent curator/film programmer,Lebanon
My Heart Beats Only for Her,Mohamed Soueid,2009,Rasha Salti,Independent curator/film programmer,Lebanon
Arabian Nights: Volume 1 – The Restless One,Miguel Gomes,2015,Rasha Salti,Independent curator/film programmer,Lebanon
Nostalgia for the Light,Patricio Guzmán,2010,Rasha Salti,Independent curator/film programmer,Lebanon
"I Travel Because I Have To, I Come Back Because I Love You",Karim Aïnouz and Marcelo Gomes,2009,Rasha Salti,Independent curator/film programmer,Lebanon
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Eric Sasono,Freelance film critic,Indonesia
Leviathan,Lucien Castaing-Taylor and Verena Paravel,2012,Eric Sasono,Freelance film critic,Indonesia
The Gleaners and I,Agnès Varda,2000,Eric Sasono,Freelance film critic,Indonesia
The Great Beauty,Paolo Sorrentino,2013,Eric Sasono,Freelance film critic,Indonesia
The Act of Killing,Joshua Oppenheimer,2012,Eric Sasono,Freelance film critic,Indonesia
"Norte, the End of History",Lav Diaz,2013,Eric Sasono,Freelance film critic,Indonesia
Caché,Michael Haneke,2005,Eric Sasono,Freelance film critic,Indonesia
Nostalgia for the Light,Patricio Guzmán,2010,Eric Sasono,Freelance film critic,Indonesia
Spirited Away,Hayao Miyazaki,2001,Eric Sasono,Freelance film critic,Indonesia
A Separation,Asghar Farhadi,2011,Eric Sasono,Freelance film critic,Indonesia
The New World,Terrence Malick,2005,Nick Schager,Variety,US
Mulholland Drive,David Lynch,2001,Nick Schager,Variety,US
Zodiac,David Fincher,2007,Nick Schager,Variety,US
There Will Be Blood,Paul Thomas Anderson,2007,Nick Schager,Variety,US
In the Mood for Love,Wong Kar-wai,2000,Nick Schager,Variety,US
Three Times,Hou Hsiao-hsien,2005,Nick Schager,Variety,US
The Tree of Life,Terrence Malick,2011,Nick Schager,Variety,US
The Act of Killing,Joshua Oppenheimer,2012,Nick Schager,Variety,US
"Synecdoche, New York",Charlie Kaufman,2008,Nick Schager,Variety,US
Pulse,Kiyoshi Kurosawa,2001,Nick Schager,Variety,US
In the Mood for Love,Wong Kar-wai,2000,Missy Schwartz,Freelance film critic,US
Zero Dark Thirty,Kathryn Bigelow,2012,Missy Schwartz,Freelance film critic,US
Inside Out,Pete Docter,2015,Missy Schwartz,Freelance film critic,US
Brokeback Mountain,Ang Lee,2005,Missy Schwartz,Freelance film critic,US
The Departed,Martin Scorsese,2006,Missy Schwartz,Freelance film critic,US
12 Years a Slave,Steve McQueen,2013,Missy Schwartz,Freelance film critic,US
Talk to Her,Pedro Almodóvar,2002,Missy Schwartz,Freelance film critic,US
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Missy Schwartz,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,Missy Schwartz,Freelance film critic,US
Beginners,Mike Mills,2010,Missy Schwartz,Freelance film critic,US
Gett: The Trial of Viviane Amselem,Ronit Elkabetz and Shlomi Elkabetz,2014,Matt Zoller Seitz,New York Magazine,US
The Act of Killing,Joshua Oppenheimer,2012,Matt Zoller Seitz,New York Magazine,US
The Look of Silence,Joshua Oppenheimer,2014,Matt Zoller Seitz,New York Magazine,US
The Tree of Life,Terrence Malick,2011,Matt Zoller Seitz,New York Magazine,US
Knight of Cups,Terrence Malick,2015,Matt Zoller Seitz,New York Magazine,US
Inherent Vice,Paul Thomas Anderson,2014,Matt Zoller Seitz,New York Magazine,US
The Grand Budapest Hotel,Wes Anderson,2014,Matt Zoller Seitz,New York Magazine,US
A Separation,Asghar Farhadi,2011,Matt Zoller Seitz,New York Magazine,US
Godzilla,Gareth Edwards,2014,Matt Zoller Seitz,New York Magazine,US
Under the Skin,Jonathan Glazer,2013,Matt Zoller Seitz,New York Magazine,US
No,Pablo Larraín,2012,Avner Shavit,Walla,Israel
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,Avner Shavit,Walla,Israel
Boyhood,Richard Linklater,2014,Avner Shavit,Walla,Israel
Mulholland Drive,David Lynch,2001,Avner Shavit,Walla,Israel
The Hurt Locker,Kathryn Bigelow,2008,Avner Shavit,Walla,Israel
Girlhood,Céline Sciamma,2014,Avner Shavit,Walla,Israel
Eden,Mia Hansen-Løve,2014,Avner Shavit,Walla,Israel
A Touch of Sin,Jia Zhangke,2013,Avner Shavit,Walla,Israel
24 Hour Party People,Michael Winterbottom,2002,Avner Shavit,Walla,Israel
Toni Erdmann,Maren Ade,2016,Avner Shavit,Walla,Israel
There Will Be Blood,Paul Thomas Anderson,2007,Catherine Shoard,The Guardian,UK
12 Years a Slave,Steve McQueen,2013,Catherine Shoard,The Guardian,UK
Under the Skin,Jonathan Glazer,2013,Catherine Shoard,The Guardian,UK
Leviathan,Andrey Zvyagintsev,2014,Catherine Shoard,The Guardian,UK
The Great Beauty,Paolo Sorrentino,2013,Catherine Shoard,The Guardian,UK
Nebraska,Alexander Payne,2013,Catherine Shoard,The Guardian,UK
Before Sunset,Richard Linklater,2004,Catherine Shoard,The Guardian,UK
Team America: World Police,Trey Parker,2004,Catherine Shoard,The Guardian,UK
Dogville,Lars von Trier,2003,Catherine Shoard,The Guardian,UK
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Catherine Shoard,The Guardian,UK
Yi Yi: A One and a Two,Edward Yang,2000,Yael Shuv,Time Out Tel Aviv,Israel
Spirited Away,Hayao Miyazaki,2001,Yael Shuv,Time Out Tel Aviv,Israel
Margaret,Kenneth Lonergan,2011,Yael Shuv,Time Out Tel Aviv,Israel
There Will Be Blood,Paul Thomas Anderson,2007,Yael Shuv,Time Out Tel Aviv,Israel
The Grand Budapest Hotel,Wes Anderson,2014,Yael Shuv,Time Out Tel Aviv,Israel
Still Walking,Hirokazu Koreeda,2008,Yael Shuv,Time Out Tel Aviv,Israel
Moolaadé,Ousmane Sembène,2004,Yael Shuv,Time Out Tel Aviv,Israel
Memento,Christopher Nolan,2000,Yael Shuv,Time Out Tel Aviv,Israel
Oldboy,Park Chan-wook,2003,Yael Shuv,Time Out Tel Aviv,Israel
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Yael Shuv,Time Out Tel Aviv,Israel
Boyhood,Richard Linklater,2014,Matt Singer,ScreenCrush,US
Holy Motors,Leos Carax,2012,Matt Singer,ScreenCrush,US
Mulholland Drive,David Lynch,2001,Matt Singer,ScreenCrush,US
Memento,Christopher Nolan,2000,Matt Singer,ScreenCrush,US
The Master,Paul Thomas Anderson,2012,Matt Singer,ScreenCrush,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,Matt Singer,ScreenCrush,US
The Diving Bell and the Butterfly,Julian Schnabel,2007,Matt Singer,ScreenCrush,US
My Winnipeg,Guy Maddin,2007,Matt Singer,ScreenCrush,US
Inside Out,Pete Docter,2015,Matt Singer,ScreenCrush,US
Step Brothers,Adam McKay,2008,Matt Singer,ScreenCrush,US
Bright Star,Jane Campion,2009,Justine A Smith,Freelance film critic,Canada
Mad Max: Fury Road,George Miller,2015,Justine A Smith,Freelance film critic,Canada
Caché,Michael Haneke,2005,Justine A Smith,Freelance film critic,Canada
Zodiac,David Fincher,2007,Justine A Smith,Freelance film critic,Canada
Mr Turner,Mike Leigh,2014,Justine A Smith,Freelance film critic,Canada
Amour,Michael Haneke,2012,Justine A Smith,Freelance film critic,Canada
The Master,Paul Thomas Anderson,2012,Justine A Smith,Freelance film critic,Canada
Only Lovers Left Alive,Jim Jarmusch,2013,Justine A Smith,Freelance film critic,Canada
Inside Llewyn Davis,Joel and Ethan Coen,2013,Justine A Smith,Freelance film critic,Canada
Tabu,Miguel Gomes,2012,Justine A Smith,Freelance film critic,Canada
Memento,Christopher Nolan,2000,Eric D Snider,Freelance film critic,US
Requiem for a Dream,Darren Aronofsky,2000,Eric D Snider,Freelance film critic,US
The Lord of the Rings: The Return of the King,Peter Jackson,2003,Eric D Snider,Freelance film critic,US
Drive,Nicolas Winding Refn,2011,Eric D Snider,Freelance film critic,US
Holy Motors,Leos Carax,2012,Eric D Snider,Freelance film critic,US
Mad Max: Fury Road,George Miller,2015,Eric D Snider,Freelance film critic,US
Kill List,Ben Wheatley,2011,Eric D Snider,Freelance film critic,US
Toy Story 3,Lee Unkrich,2010,Eric D Snider,Freelance film critic,US
Kiss Kiss Bang Bang,Shane Black,2005,Eric D Snider,Freelance film critic,US
Inside Llewyn Davis,Joel and Ethan Coen,2013,Eric D Snider,Freelance film critic,US
Mulholland Drive,David Lynch,2001,Soh Jae Yong,Seoul Institute of the Arts,South Korea
No Country For Old Men,Joel and Ethan Coen,2007,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Amélie,Jean-Pierre Jeunet,2001,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Memento,Christopher Nolan,2000,Soh Jae Yong,Seoul Institute of the Arts,South Korea
In the Mood for Love,Wong Kar-wai,2000,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Talk to Her,Pedro Almodóvar,2002,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Memories of Murder,Bong Joon-ho,2003,Soh Jae Yong,Seoul Institute of the Arts,South Korea
WALL-E,Andrew Stanton,2008,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Bowling for Columbine,Michael Moore,2002,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Children of Men,Alfonso Cuarón,2006,Soh Jae Yong,Seoul Institute of the Arts,South Korea
Mulholland Drive,David Lynch,2001,Fernanda Solórzano,Letras Libres Magazine,Mexico
Son of Saul,László Nemes,2015,Fernanda Solórzano,Letras Libres Magazine,Mexico
Ida,Paweł Pawlikowski,2013,Fernanda Solórzano,Letras Libres Magazine,Mexico
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Fernanda Solórzano,Letras Libres Magazine,Mexico
The White Ribbon,Michael Haneke,2009,Fernanda Solórzano,Letras Libres Magazine,Mexico
Still Walking,Hirokazu Koreeda,2008,Fernanda Solórzano,Letras Libres Magazine,Mexico
The Act of Killing,Joshua Oppenheimer,2012,Fernanda Solórzano,Letras Libres Magazine,Mexico
Dogville,Lars von Trier,2003,Fernanda Solórzano,Letras Libres Magazine,Mexico
Birdman,Alejandro González Iñárritu,2014,Fernanda Solórzano,Letras Libres Magazine,Mexico
Grizzly Man,Werner Herzog,2005,Fernanda Solórzano,Letras Libres Magazine,Mexico
Amour,Michael Haneke,2012,David Stratton,The Australian,Australia
Distant,Nuri Bilge Ceylan,2002,David Stratton,The Australian,Australia
A Separation,Asghar Farhadi,2011,David Stratton,The Australian,Australia
Samson & Delilah,Warwick Thornton,2009,David Stratton,The Australian,Australia
Leviathan,Andrey Zvyagintsev,2014,David Stratton,The Australian,Australia
Still Walking,Hirokazu Koreeda,2008,David Stratton,The Australian,Australia
Talk to Her,Pedro Almodóvar,2002,David Stratton,The Australian,Australia
Million Dollar Baby,Clint Eastwood,2004,David Stratton,The Australian,Australia
No Country For Old Men,Joel and Ethan Coen,2007,David Stratton,The Australian,Australia
The Man Without A Past,Aki Kaurismäki,2002,David Stratton,The Australian,Australia
Mysteries of Lisbon,Raoul Ruiz,2010,Cédric Succivalli,International Cinephile Society,Italy
Margaret,Kenneth Lonergan,2011,Cédric Succivalli,International Cinephile Society,Italy
The New World,Terrence Malick,2005,Cédric Succivalli,International Cinephile Society,Italy
Secret Things,Jean-Claude Brisseau,2002,Cédric Succivalli,International Cinephile Society,Italy
La Ciénaga,Lucrecia Martel,2001,Cédric Succivalli,International Cinephile Society,Italy
Toni Erdmann,Maren Ade,2016,Cédric Succivalli,International Cinephile Society,Italy
In the Family,Patrick Wang,2011,Cédric Succivalli,International Cinephile Society,Italy
Tabu,Miguel Gomes,2012,Cédric Succivalli,International Cinephile Society,Italy
Gerry,Gus Van Sant,2002,Cédric Succivalli,International Cinephile Society,Italy
Tropical Malady,Apichatpong Weerasethakul,2004,Cédric Succivalli,International Cinephile Society,Italy
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Alin Tasciyan,Star,Turkey
The Return,Andrey Zvyagintsev,2003,Alin Tasciyan,Star,Turkey
The White Ribbon,Michael Haneke,2009,Alin Tasciyan,Star,Turkey
In the Mood for Love,Wong Kar-wai,2000,Alin Tasciyan,Star,Turkey
Songs from the Second Floor,Roy Andersson,2000,Alin Tasciyan,Star,Turkey
Journey to the West,Tsai Ming-liang,2014,Alin Tasciyan,Star,Turkey
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,Alin Tasciyan,Star,Turkey
The Gleaners and I,Agnès Varda,2000,Alin Tasciyan,Star,Turkey
Spirited Away,Hayao Miyazaki,2001,Alin Tasciyan,Star,Turkey
Japon,Carlos Reygadas,2002,Alin Tasciyan,Star,Turkey
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Charles Taylor,The Yale Review,US
Only Lovers Left Alive,Jim Jarmusch,2013,Charles Taylor,The Yale Review,US
Mulholland Drive,David Lynch,2001,Charles Taylor,The Yale Review,US
Somewhere,Sofia Coppola,2010,Charles Taylor,The Yale Review,US
25th Hour,Spike Lee,2002,Charles Taylor,The Yale Review,US
Inglourious Basterds,Quentin Tarantino,2009,Charles Taylor,The Yale Review,US
The Artist,Michel Hazanavicius,2011,Charles Taylor,The Yale Review,US
Phoenix,Christian Petzold,2014,Charles Taylor,The Yale Review,US
Femme Fatale,Brian De Palma,2002,Charles Taylor,The Yale Review,US
Fantastic Mr Fox,Wes Anderson,2009,Charles Taylor,The Yale Review,US
Neighboring Sounds,Kleber Mendonça Filho,2012,Ella Taylor,NPR.org,US
The Master,Paul Thomas Anderson,2012,Ella Taylor,NPR.org,US
The Band’s Visit,Eran Kolirin,2007,Ella Taylor,NPR.org,US
Time Out,Laurent Cantet,2001,Ella Taylor,NPR.org,US
Margaret,Kenneth Lonergan,2011,Ella Taylor,NPR.org,US
Ratatouille,Brad Bird and Jan Pinkava,2007,Ella Taylor,NPR.org,US
Burning Bush,Agnieszka Holland,2013,Ella Taylor,NPR.org,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Ella Taylor,NPR.org,US
Leviathan,Andrey Zvyagintsev,2014,Ella Taylor,NPR.org,US
Barbara,Christian Petzold,2012,Ella Taylor,NPR.org,US
The Assassin,Hou Hsiao-hsien,2015,Stephen Teo,Nanyang Techological University,Singapore
The Grand Budapest Hotel,Wes Anderson,2014,Stephen Teo,Nanyang Techological University,Singapore
Inception,Christopher Nolan,2010,Stephen Teo,Nanyang Techological University,Singapore
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Stephen Teo,Nanyang Techological University,Singapore
The Act of Killing,Joshua Oppenheimer,2012,Stephen Teo,Nanyang Techological University,Singapore
No Country For Old Men,Joel and Ethan Coen,2007,Stephen Teo,Nanyang Techological University,Singapore
A Tale of Two Sisters,Kim Jee-woon,2003,Stephen Teo,Nanyang Techological University,Singapore
Still Life,Jia Zhangke,2006,Stephen Teo,Nanyang Techological University,Singapore
Spirited Away,Hayao Miyazaki,2001,Stephen Teo,Nanyang Techological University,Singapore
In the Mood for Love,Wong Kar-wai,2000,Stephen Teo,Nanyang Techological University,Singapore
Goodbye to Language,Jean-Luc Godard,2014,Kristin Thompson,University of Wisconsin-Madison,US
Russian Ark,Aleksandr Sokurov,2002,Kristin Thompson,University of Wisconsin-Madison,US
Holy Motors,Leos Carax,2012,Kristin Thompson,University of Wisconsin-Madison,US
In the Mood for Love,Wong Kar-wai,2000,Kristin Thompson,University of Wisconsin-Madison,US
Gravity,Alfonso Cuarón,2013,Kristin Thompson,University of Wisconsin-Madison,US
There Will Be Blood,Paul Thomas Anderson,2007,Kristin Thompson,University of Wisconsin-Madison,US
About Elly,Asghar Farhadi,2009,Kristin Thompson,University of Wisconsin-Madison,US
Moonrise Kingdom,Wes Anderson,2012,Kristin Thompson,University of Wisconsin-Madison,US
The Headless Woman,Lucrecia Martel,2008,Kristin Thompson,University of Wisconsin-Madison,US
Pan's Labyrinth,Guillermo Del Toro,2006,Kristin Thompson,University of Wisconsin-Madison,US
The Tree of Life,Terrence Malick,2011,Scott Tobias,Freelance film critic,US
Boyhood,Richard Linklater,2014,Scott Tobias,Freelance film critic,US
Zodiac,David Fincher,2007,Scott Tobias,Freelance film critic,US
Yi Yi: A One and a Two,Edward Yang,2000,Scott Tobias,Freelance film critic,US
Margaret,Kenneth Lonergan,2011,Scott Tobias,Freelance film critic,US
Meek's Cutoff,Kelly Reichardt,2010,Scott Tobias,Freelance film critic,US
25th Hour,Spike Lee,2002,Scott Tobias,Freelance film critic,US
A Separation,Asghar Farhadi,2011,Scott Tobias,Freelance film critic,US
Certified Copy,Abbas Kiarostami,2010,Scott Tobias,Freelance film critic,US
There Will Be Blood,Paul Thomas Anderson,2007,Scott Tobias,Freelance film critic,US
Mulholland Drive,David Lynch,2001,Peter Travers,Rolling Stone,US
There Will Be Blood,Paul Thomas Anderson,2007,Peter Travers,Rolling Stone,US
No Country For Old Men,Joel and Ethan Coen,2007,Peter Travers,Rolling Stone,US
The Social Network,David Fincher,2010,Peter Travers,Rolling Stone,US
Children of Men,Alfonso Cuarón,2006,Peter Travers,Rolling Stone,US
The Departed,Martin Scorsese,2006,Peter Travers,Rolling Stone,US
In the Mood for Love,Wong Kar-wai,2000,Peter Travers,Rolling Stone,US
12 Years a Slave,Steve McQueen,2013,Peter Travers,Rolling Stone,US
Memento,Christopher Nolan,2000,Peter Travers,Rolling Stone,US
Manchester by the Sea,Kenneth Lonergan,2016,Peter Travers,Rolling Stone,US
The Dark Knight,Christopher Nolan,2008,Brian Truitt,USA Today,US
Mad Max: Fury Road,George Miller,2015,Brian Truitt,USA Today,US
Captain America: Winter Soldier,Anthony and Joe Russo,2014,Brian Truitt,USA Today,US
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,Brian Truitt,USA Today,US
Love Actually,Richard Curtis,2003,Brian Truitt,USA Today,US
